,State,Name of reporting district,ALL_MTH00numvalid,ALL_MTH00pctprof,Year,ALL_RLA00numvalid,ALL_RLA00pctprof
23977,nevada,washoe county school district,34250,70,2009,34241,71
23978,nevada,white pine county school district,730,57,2009,728,64
23979,new hampshire,john stark regional school district,186,30-34,2009,187,80-84
23980,new hampshire,exeter exeter region coop school district,1738,76,2009,1738,85
23981,new hampshire,north country charter academy,15,,2009,15,
23982,new hampshire,seacoast charter school,106,80-84,2009,106,80-84
23983,new hampshire,gorham randolph shelburne coop school district,249,69,2009,249,75
23984,new hampshire,cocheco arts and technology academy,19,21-39,2009,19,60-79
23985,new hampshire,academy for equine sciences charter school,5,,2009,5,
23986,new hampshire,surry village charter school,36,60-69,2009,36,70-79
23987,new hampshire,academy for science and design charter school,86,,2009,86,90-94
23988,new hampshire,csi charter school,4,,2009,5,
23989,new hampshire,strong foundations charter school,45,60-69,2009,45,60-69
23990,new hampshire,ledyard charter academy,3,,2009,3,
23991,new hampshire,great bay elearning charter school,64,20-24,2009,64,50-54
23992,new hampshire,prospect mountain school district,128,25-29,2009,128,70-74
23993,new hampshire,milton school district,324,44,2009,324,65
23994,new hampshire,albany school district,1,,2009,1,
23995,new hampshire,allenstown school district,257,51,2009,257,75
23996,new hampshire,alton school district,417,62,2009,416,77
23997,new hampshire,amherst school district,1132,82,2009,1131,91
23998,new hampshire,andover school district,153,75-79,2009,153,80-84
23999,new hampshire,ashland school district,108,70-74,2009,108,90-94
24000,new hampshire,auburn school district,434,83,2009,434,86
24001,new hampshire,barnstead school district,345,61,2009,345,66
24002,new hampshire,barrington school district,631,68,2009,627,76
24003,new hampshire,bartlett school district,201,76,2009,201,88
24004,new hampshire,bath school district,42,70-79,2009,42,70-79
24005,new hampshire,bedford school district,2564,86,2009,2560,91
24006,new hampshire,berlin school district,767,50,2009,768,67
24007,new hampshire,bethlehem school district,127,75-79,2009,128,75-79
24008,new hampshire,bow school district,887,75,2009,888,86
24009,new hampshire,brentwood school district,208,90,2009,208,89
24010,new hampshire,brookline school district,368,86,2009,367,88
24011,new hampshire,campton school district,219,65,2009,218,78
24012,new hampshire,candia school district,293,76,2009,292,84
24013,new hampshire,chester school district,457,79,2009,458,81
24014,new hampshire,chesterfield school district,246,78,2009,247,86
24015,new hampshire,chichester school district,164,80-84,2009,164,85-89
24016,new hampshire,claremont school district,986,56,2009,975,66
24017,new hampshire,colebrook school district,241,46,2009,241,66
24018,new hampshire,concord school district,2587,66,2009,2562,75
24019,new hampshire,contoocook valley school district,1455,67,2009,1455,82
24020,new hampshire,conway school district,910,67,2009,910,82
24021,new hampshire,cornish school district,93,70-74,2009,93,85-89
24022,new hampshire,croydon school district,8,,2009,8,
24023,new hampshire,deerfield school district,319,74,2009,319,87
24024,new hampshire,derry school district,2646,74,2009,2643,78
24025,new hampshire,dover school district,1983,67,2009,1982,77
24026,new hampshire,dresden school district,600,80,2009,600,91
24027,new hampshire,dunbarton school district,113,85-89,2009,113,85-89
24028,new hampshire,east kingston school district,109,80-84,2009,109,75-79
24029,new hampshire,epping school district,509,63,2009,511,77
24030,new hampshire,epsom school district,319,71,2009,319,88
24031,new hampshire,errol school district,12,,2009,12,
24032,new hampshire,exeter school district,504,90,2009,503,89
24033,new hampshire,fall mountain regional school district,930,51,2009,930,72
24034,new hampshire,farmington school district,770,52,2009,772,65
24035,new hampshire,franklin school district,717,47,2009,718,60
24036,new hampshire,freedom school district,49,60-69,2009,49,70-79
24037,new hampshire,fremont school district,340,61,2009,341,63
24038,new hampshire,gilford school district,642,68,2009,643,77
24039,new hampshire,gilmanton school district,265,83,2009,266,84
24040,new hampshire,goffstown school district,1563,71,2009,1564,79
24041,new hampshire,virtual learning academy charter school,5,,2009,5,
24042,new hampshire,mason school district,48,70-79,2009,48,80-89
24043,new hampshire,goshen-lempster coop school district,103,60-64,2009,103,65-69
24044,new hampshire,governor wentworth reg school district,1365,69,2009,1363,79
24045,new hampshire,grantham school district,132,80-84,2009,132,85-89
24046,new hampshire,greenland school district,247,87,2009,247,90
24047,new hampshire,hampstead school district,665,83,2009,665,88
24048,new hampshire,hampton school district,832,80,2009,832,84
24049,new hampshire,hampton falls school district,197,85-89,2009,197,90-94
24050,new hampshire,hanover school district,268,88,2009,266,94
24051,new hampshire,harrisville school district,29,60-79,2009,29,60-79
24052,new hampshire,haverhill cooperative school district,395,60,2009,396,77
24053,new hampshire,henniker school district,290,83,2009,289,80
24054,new hampshire,hill school district,41,80-89,2009,42,80-89
24055,new hampshire,hillsboro deering coop school district,707,48,2009,707,68
24056,new hampshire,hinsdale school district,308,60,2009,311,75
24057,new hampshire,holderness school district,147,65-69,2009,147,75-79
24058,new hampshire,hollis school district,430,88,2009,430,89
24059,new hampshire,hollis/brookline coop school district,712,73,2009,713,87
24060,new hampshire,hooksett school district,982,80,2009,982,83
24061,new hampshire,hopkinton school district,513,73,2009,513,84
24062,new hampshire,hudson school district,2257,66,2009,2256,76
24063,new hampshire,inter-lakes school district,600,67,2009,601,80
24064,new hampshire,jackson school district,34,,2009,33,
24065,new hampshire,jaffrey-rindge coop school district,865,63,2009,865,71
24066,new hampshire,kearsarge regional school district,1108,70,2009,1111,81
24067,new hampshire,keene school district,1586,64,2009,1586,80
24068,new hampshire,kensington school district,107,85-89,2009,107,85-89
24069,new hampshire,laconia school district,1180,58,2009,1170,68
24070,new hampshire,lafayette regional school district,60,70-79,2009,60,
24071,new hampshire,landaff school district,5,,2009,5,
24072,new hampshire,lebanon school district,915,63,2009,912,77
24073,new hampshire,lincoln-woodstock school district,208,64,2009,208,75
24074,new hampshire,lisbon regional school district,197,70-74,2009,195,85-89
24075,new hampshire,litchfield school district,901,67,2009,902,81
24076,new hampshire,littleton school district,435,72,2009,434,85
24077,new hampshire,londonderry school district,2722,68,2009,2724,80
24078,new hampshire,lyme school district,126,80-84,2009,126,80-84
24079,new hampshire,lyndeborough school district,55,60-69,2009,55,70-79
24080,new hampshire,madison school district,102,75-79,2009,102,85-89
24081,new hampshire,manchester school district,7693,50,2009,7640,61
24082,new hampshire,marlborough school district,119,80-84,2009,119,90-94
